seed,specialist,eval_class,auroc,n,mfs,feats
1,triviaqa_error,fake:symbol,0.546817735099609,884,30,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
1,triviaqa_error,fake:novel,0.8273895763176444,904,30,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
1,triviaqa_error,fake:currency,0.5414187849287904,516,30,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
1,triviaqa_error,fake:film,0.9412073562714589,936,30,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
1,triviaqa_error,falsepremise,0.7481996296889744,948,30,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
1,triviaqa_error,triviaqa_error,0.5936405241957927,3172,30,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
1,GENERALIST,fake:capital,0.6096170589129504,538,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,GENERALIST,fake:symbol,0.5368286890112816,884,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,GENERALIST,fake:novel,0.8185082034615083,904,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,GENERALIST,fake:currency,0.5507256174508743,516,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,GENERALIST,fake:film,0.9371027832566294,936,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,GENERALIST,falsepremise,0.7449838879097012,948,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,GENERALIST,triviaqa_error,0.5929867503963591,3172,30,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
1,mean entropy,fake:capital,0.8737579635438979,538,0,ent_mean
1,mean entropy,fake:symbol,0.7527231219671997,884,0,ent_mean
1,mean entropy,fake:novel,0.9272505677813454,904,0,ent_mean
1,mean entropy,fake:currency,0.8198726038098672,516,0,ent_mean
1,mean entropy,fake:film,0.961935678281832,936,0,ent_mean
1,mean entropy,falsepremise,0.5400888390393277,948,0,ent_mean
1,mean entropy,triviaqa_error,0.6595609597852584,3172,0,ent_mean
2,fake:capital,fake:capital,0.8476944399355716,566,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:capital,fake:symbol,0.258363175823216,856,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:capital,fake:novel,0.9330493403788045,886,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:capital,fake:currency,0.6387837269394868,516,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:capital,fake:film,0.9716613852421911,940,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:capital,falsepremise,0.8341297702230583,976,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:capital,triviaqa_error,0.5574474158343259,3172,33,"L32_dist,C21_curv,L32_cos,C13_curv,ent_std,C14_curv,agg_cos_contrast,agg_cos_slope"
2,fake:symbol,fake:capital,0.5265891695488769,566,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:symbol,fake:symbol,0.9073936588348327,856,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:symbol,fake:novel,0.34425907902715425,886,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:symbol,fake:currency,0.7077849888828798,516,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:symbol,fake:film,0.5659280217292892,940,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:symbol,falsepremise,0.6085288732867509,976,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:symbol,triviaqa_error,0.5392534614828043,3172,22,"N08_ratio,N26_ratio,N26_norm,N23_ratio,C17_curv,N12_norm,D08_cos,C07_curv"
2,fake:novel,fake:capital,0.36850878397782466,566,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:novel,fake:symbol,0.3634651497947419,856,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:novel,fake:novel,0.9705425250574525,886,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:novel,fake:currency,0.39132263686076557,516,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:novel,fake:film,0.8485808057944773,940,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:novel,falsepremise,0.7688793335124967,976,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:novel,triviaqa_error,0.5091929859155377,3172,50,"L31_cos,R31_cos,L30_cos,C30_curv,L31_dist,agg_dist_max,agg_dist_range,R31_dist"
2,fake:currency,fake:capital,0.7362933736218455,566,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:currency,fake:symbol,0.5862902873613415,856,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:currency,fake:novel,0.8241264923642924,886,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:currency,fake:currency,0.8871011357490536,516,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:currency,fake:film,0.8286419194205523,940,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:currency,falsepremise,0.6762463047567858,976,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:currency,triviaqa_error,0.5395106774440287,3172,27,"N26_ratio,D25_norm,N26_norm,R30_cos,R30_dist,D00_cos,L32_dist,N10_ratio"
2,fake:film,fake:capital,0.6737379665122551,566,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,fake:film,fake:symbol,0.4566637915975194,856,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,fake:film,fake:novel,0.925795800233377,886,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,fake:film,fake:currency,0.5542785890271018,516,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,fake:film,fake:film,0.9728972385694885,940,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,fake:film,falsepremise,0.652949475947326,976,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,fake:film,triviaqa_error,0.543827691544393,3172,43,"ent_std,logp_std,maxp_min,logp_min,L32_cos,ent_max,R30_cos,L32_dist"
2,falsepremise,fake:capital,0.5176241431407559,566,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,falsepremise,fake:symbol,0.4510410297842606,856,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,falsepremise,fake:novel,0.8134843999205091,886,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,falsepremise,fake:currency,0.5178775313983535,516,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,falsepremise,fake:film,0.9144997736532366,940,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,falsepremise,falsepremise,0.7564876713249127,976,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,falsepremise,triviaqa_error,0.5536655063457205,3172,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,N15_norm,C16_curv"
2,triviaqa_error,fake:capital,0.64317197118206,566,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,triviaqa_error,fake:symbol,0.569034413485894,856,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,triviaqa_error,fake:novel,0.8274997579605501,886,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,triviaqa_error,fake:currency,0.5601225887867316,516,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,triviaqa_error,fake:film,0.9487732005432321,940,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,triviaqa_error,falsepremise,0.7651337006181134,976,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,triviaqa_error,triviaqa_error,0.6055638953071405,3172,34,"ent_max,ent_std,maxp_min,logp_min,logp_std,maxp_std,ent_mean,logp_mean"
2,GENERALIST,fake:capital,0.6551461499082271,566,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,GENERALIST,fake:symbol,0.5600052406323697,856,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,GENERALIST,fake:novel,0.8296832085768591,886,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,GENERALIST,fake:currency,0.5689712156721352,516,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,GENERALIST,fake:film,0.9493979176097783,940,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,GENERALIST,falsepremise,0.7822325987637732,976,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,GENERALIST,triviaqa_error,0.6075085195333061,3172,34,"ent_std,ent_max,logp_std,maxp_min,logp_min,maxp_std,ent_mean,logp_mean"
2,mean entropy,fake:capital,0.8885489892494599,566,0,ent_mean
2,mean entropy,fake:symbol,0.7452670538911695,856,0,ent_mean
2,mean entropy,fake:novel,0.9333601699881273,886,0,ent_mean
2,mean entropy,fake:currency,0.8333333333333333,516,0,ent_mean
2,mean entropy,fake:film,0.9712041647804436,940,0,ent_mean
2,mean entropy,falsepremise,0.5796198938457404,976,0,ent_mean
2,mean entropy,triviaqa_error,0.6825024767472001,3172,0,ent_mean
3,fake:capital,fake:capital,0.8219232291254452,532,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
3,fake:capital,fake:symbol,0.53021875,800,37,"C21_curv,L32_dist,L32_cos,ent_std,C13_curv,agg_cos_contrast,C14_curv,N26_ratio"
